# # Wavenumber (/cm)    Fp/Fs
1.999932685482631882e+02 6.898819953415093013e-03
2.000066014328330937e+02 6.808576256412939703e-03
2.000199352062619482e+02 6.796732141238982956e-03
2.000332698686090396e+02 6.821520524869941100e-03
2.000466054199336270e+02 6.791043744897006136e-03
2.000599418602949697e+02 6.749917912561424239e-03
2.000732791897522986e+02 6.700473966095738323e-03
2.000866174083649582e+02 6.640925281512537019e-03
2.000999565161921794e+02 6.562476035824962167e-03
2.001132965132932782e+02 6.471782292323093391e-03
2.001266373997275139e+02 6.332726109795574869e-03
2.001399791755541457e+02 5.733046292606176590e-03
2.001533218408325183e+02 5.129613257848429989e-03
2.001666653956219193e+02 5.314627704388352920e-03
2.001800098399816079e+02 6.220710027262849919e-03
2.001933551739709287e+02 6.399980741569377511e-03
2.002067013976491978e+02 6.516852233932038732e-03
2.002200485110757313e+02 6.601740129612341731e-03
2.002333965143097885e+02 6.668823770558008832e-03
2.002467454074107422e+02 6.724092257952703558e-03
2.002600951904379087e+02 6.769929421067208929e-03
2.002734458634505756e+02 6.809355605805558070e-03
2.002867974265081443e+02 6.843674125703762615e-03
2.003001498796699025e+02 6.873803505844503815e-03
2.003135032229952230e+02 6.900378318204593298e-03
2.003268574565434221e+02 6.923986121804852692e-03
2.003402125803738443e+02 6.945002686082960008e-03
2.003535685945458624e+02 6.963864283505399010e-03
2.003669254991188495e+02 6.980854251228399941e-03
2.003802832941521217e+02 6.996152231698529560e-03
2.003936419797050519e+02 7.010047499109629647e-03
2.004070015558370415e+02 7.022701833686638070e-03
2.004203620226074065e+02 7.034252515599293681e-03
2.004337233800755769e+02 7.044852290472099383e-03
2.004470856283008970e+02 7.054631726554254703e-03
2.004604487673427968e+02 7.063623629205177321e-03
2.004738127972606208e+02 7.071907252301235999e-03
2.004871777181137702e+02 7.079565941341275231e-03
2.005005435299616465e+02 7.086654166080821361e-03
2.005139102328636511e+02 7.093191127981462660e-03
2.005272778268791853e+02 7.099251898414819101e-03
2.005406463120676506e+02 7.104875985798060449e-03
2.005540156884884482e+02 7.110127955407677391e-03
2.005673859562010080e+02 7.115036182220367197e-03
2.005807571152647597e+02 7.119623250703372395e-03
2.005941291657391048e+02 7.123910517339559871e-03
2.006075021076835014e+02 7.127918130444425675e-03
2.006208759411573226e+02 7.131679674255947225e-03
2.006342506662200549e+02 7.135198339928617087e-03
2.006476262829311565e+02 7.138491787860496741e-03
2.006610027913500005e+02 7.141514850339056829e-03
2.006743801915360734e+02 7.144046004264985317e-03
2.006877584835488619e+02 7.146386644118873921e-03
2.007011376674477674e+02 7.149668387430572515e-03
2.007145177432922765e+02 7.152312574912985353e-03
2.007278987111418189e+02 7.154672907733642534e-03
2.007412805710558814e+02 7.156910361787892881e-03
2.007546633230939506e+02 7.159003435765717502e-03
2.007680469673154846e+02 7.160979508219716787e-03
2.007814315037799702e+02 7.162848840028384831e-03
2.007948169325468939e+02 7.164617127790834199e-03
2.008082032536757424e+02 7.166294837551007851e-03
2.008215904672260024e+02 7.167889150644758157e-03
2.008349785732571320e+02 7.169404703537328102e-03
2.008483675718287031e+02 7.170843244331049846e-03
2.008617574630001741e+02 7.172207326110545574e-03
2.008751482468310314e+02 7.173502972594840606e-03
2.008885399233808187e+02 7.174737236205159206e-03
2.009019324927090508e+02 7.175912868700763669e-03
2.009153259548752146e+02 7.177030871755580091e-03
2.009287203099388535e+02 7.178095264407940643e-03
2.009421155579595393e+02 7.179114239778930547e-03
2.009555116989967303e+02 7.180086321123105124e-03
2.009689087331099984e+02 7.181012274779916341e-03
2.009823066603588870e+02 7.181894419461656680e-03
2.009957054808029113e+02 7.182734696154680423e-03
2.010091051945016432e+02 7.183536287939044050e-03
2.010225058015146260e+02 7.184300238428307714e-03
2.010359073019013749e+02 7.185028006296796839e-03
2.010493096957214902e+02 7.185719889498627666e-03
2.010627129830345154e+02 7.186378857999591724e-03
2.010761171639000509e+02 7.187006498626659183e-03
2.010895222383776684e+02 7.187602342040006961e-03
2.011029282065268831e+02 7.188166128710946588e-03
2.011163350684073237e+02 7.188695649955916499e-03
2.011297428240785621e+02 7.189187741234517003e-03
2.011431514736001418e+02 7.189632091996235770e-03
2.011565610170317200e+02 7.189993530462238797e-03
2.011699714544328685e+02 7.189953958328581217e-03
2.011833827858631594e+02 7.188744169951742299e-03
2.011967950113821928e+02 7.189769151526548621e-03
2.012102081310496260e+02 7.190707470990025801e-03
2.012236221449250309e+02 7.189449968844937970e-03
2.012370370530680077e+02 7.183126480925850106e-03
2.012504528555382137e+02 7.187685642341807429e-03
2.012638695523952492e+02 7.191722489016711892e-03
2.012772871436987145e+02 7.192826552850707308e-03
2.012907056295083237e+02 7.193440909404802061e-03
2.013041250098836201e+02 7.193821242849391187e-03
2.013175452848842895e+02 7.194115886528344717e-03
2.013309664545699604e+02 7.194361676654425011e-03
2.013443885190002618e+02 7.194571421059877368e-03
2.013578114782348507e+02 7.194750507514890113e-03
2.013712353323334128e+02 7.194901809817393773e-03
2.013846600813555483e+02 7.195027244307843593e-03
2.013980857253609997e+02 7.195128228734180321e-03
2.014115122644093674e+02 7.195204282592363755e-03
2.014249396985603369e+02 7.195253687811488733e-03
2.014383680278735653e+02 7.195275750116554916e-03
2.014517972524087384e+02 7.195269597256956362e-03
2.014652273722255700e+02 7.195233855392511695e-03
2.014786583873836889e+02 7.195165567281665113e-03
2.014920902979428661e+02 7.195060739686497467e-03
2.015055231039627301e+02 7.194916043965763307e-03
2.015189568055029667e+02 7.194729583172456040e-03
2.015323914026233467e+02 7.194496399987098008e-03
2.015458268953835272e+02 7.194209458274998699e-03
2.015592632838432223e+02 7.193860293442038735e-03
2.015727005680621460e+02 7.193439355909591118e-03
2.015861387481000122e+02 7.192938948003163233e-03
2.015995778240165350e+02 7.192340752636752592e-03
2.016130177958714853e+02 7.191609508782986944e-03
2.016264586637245486e+02 7.190617071337185133e-03
2.016399004276354390e+02 7.189023549633562736e-03
2.016533430876639557e+02 7.187600699167281948e-03
2.016667866438698127e+02 7.184813308254615373e-03
2.016802310963127240e+02 7.183678176196132102e-03
2.016936764450524606e+02 7.183658945679854621e-03
2.017071226901487933e+02 7.181762136670909354e-03
2.017205698316614644e+02 7.179132217528297853e-03
2.017340178696502733e+02 7.175842299089691366e-03
2.017474668041749339e+02 7.171722833098954572e-03
2.017609166352951888e+02 7.166526254801654054e-03
2.017743673630708656e+02 7.159918644592604478e-03
2.017878189875617352e+02 7.151421489005219817e-03
2.018012715088275684e+02 7.140238455196778848e-03
2.018147249269281645e+02 7.125086047761456341e-03
2.018281792419232659e+02 7.103858434908009133e-03
2.018416344538727571e+02 7.072478858141787762e-03
2.018550905628363239e+02 7.023992034947025044e-03
2.018685475688738507e+02 6.938817163447207059e-03
2.018820054720451083e+02 6.724287612356633081e-03
2.018954642724098960e+02 5.896433345345634437e-03
2.019089239700280700e+02 5.808921627557387009e-03
2.019223845649594011e+02 6.659737622001377262e-03
2.019358460572637171e+02 6.481579082395130115e-03
2.019493084470008739e+02 6.724588378270670089e-03
2.019627717342306710e+02 7.003666440501929609e-03
2.019762359190129928e+02 7.071383225596404067e-03
2.019897010014075818e+02 7.105669323601334318e-03
2.020031669814743509e+02 7.127274608527146491e-03
2.020166338592731279e+02 7.142399769211164179e-03
2.020301016348637404e+02 7.153524977770358249e-03
2.020435703083060730e+02 7.161837408534531615e-03
2.020570398796599534e+02 7.168208451232922253e-03
2.020705103489852661e+02 7.173170766099684105e-03
2.020839817163418672e+02 7.177131253855963816e-03
2.020974539817896130e+02 7.180359874018806855e-03
2.021109271453883878e+02 7.183013641163607695e-03
2.021244012071981047e+02 7.185205450011187232e-03
2.021378761672785913e+02 7.187031902526294126e-03
2.021513520256897607e+02 7.188571155862681639e-03
2.021648287824914405e+02 7.189876789349075245e-03
2.021783064377436290e+02 7.190992265488446548e-03
2.021917849915061538e+02 7.191935029244960614e-03
2.022052644438388995e+02 7.192742131531714572e-03
2.022187447948018360e+02 7.193440510861852551e-03
2.022322260444548192e+02 7.194041616587254322e-03
2.022457081928577907e+02 7.194554668364831936e-03
2.022591912400706349e+02 7.194966426384810827e-03
2.022726751861532932e+02 7.195100104457512365e-03
2.022861600311657355e+02 7.195331157479160043e-03
2.022996457751678179e+02 7.195952665202527861e-03
2.023131324182195101e+02 7.196245945861834588e-03
2.023266199603807252e+02 7.196456081585225067e-03
2.023401084017114329e+02 7.196631807238785573e-03
2.023535977422715462e+02 7.196772266221300798e-03
2.023670879821210065e+02 7.196881433875055266e-03
2.023805791213198120e+02 7.196962762824976254e-03
2.023940711599278757e+02 7.197018512134930289e-03
2.024075640980052242e+02 7.197051736383506572e-03
2.024210579356117705e+02 7.197063187312216156e-03
2.024345526728074844e+02 7.197054901960050523e-03
2.024480483096523074e+02 7.197027124342616003e-03
2.024615448462062943e+02 7.196981191214106913e-03
2.024750422825293867e+02 7.196917706596670655e-03
2.024885406186815544e+02 7.196837943771983506e-03
2.025020398547227956e+02 7.196741620056975805e-03
2.025155399907131084e+02 7.196628756301690598e-03
2.025290410267124628e+02 7.196499942927888846e-03
2.025425429627809137e+02 7.196355261878823947e-03
2.025560457989784311e+02 7.196195097445023253e-03
2.025695495353650131e+02 7.196018481142246043e-03
2.025830541720007147e+02 7.195824343419642520e-03
2.025965597089455059e+02 7.195611702578852929e-03
2.026100661462594417e+02 7.195375052105883358e-03
2.026235734840025202e+02 7.195105649739341573e-03
2.026370817222347966e+02 7.194774820755700517e-03
2.026505908610162976e+02 7.194267828062568017e-03
2.026641009004070213e+02 7.193325286942418156e-03
2.026776118404670513e+02 7.190670213917516214e-03
2.026911236812564141e+02 7.191756686185843059e-03
2.027046364228351649e+02 7.192992273896530939e-03
2.027181500652633304e+02 7.192958455444826114e-03
2.027316646086010223e+02 7.192713931341456965e-03
2.027451800529082675e+02 7.192392328616608460e-03
2.027586963982451209e+02 7.192024135768541361e-03
2.027722136446716945e+02 7.191581646063835952e-03
2.027857317922480149e+02 7.191035426219892848e-03
2.027992508410341657e+02 7.190755424177079809e-03
2.028127707910902018e+02 7.190322644924663879e-03
2.028262916424762921e+02 7.189844003120268723e-03
2.028398133952524631e+02 7.189337133684877042e-03
2.028533360494787985e+02 7.188805865811872219e-03
2.028668596052154385e+02 7.188249237119543472e-03
2.028803840625224382e+02 7.187666353280218988e-03
2.028939094214599379e+02 7.187055850797834447e-03
2.029074356820880496e+02 7.186416762389234367e-03
2.029209628444668283e+02 7.185748326687186466e-03
2.029344909086564428e+02 7.185049663999568646e-03
2.029480198747170050e+02 7.184318992707687188e-03
2.029615497427086837e+02 7.183551283705651679e-03
2.029750805126915054e+02 7.182746250455921896e-03
2.029886121847256959e+02 7.181902189414951163e-03
2.030021447588713670e+02 7.181018134972362230e-03
2.030156782351886307e+02 7.180091076196386431e-03
2.030292126137376272e+02 7.179116889246904554e-03
2.030427478945785538e+02 7.178093503112038982e-03
2.030562840777715223e+02 7.177019244648601484e-03
2.030698211633767016e+02 7.175889902973115950e-03
2.030833591514542604e+02 7.174700922639761468e-03
2.030968980420643675e+02 7.173446402735278275e-03
2.031104378352671915e+02 7.172111037096298367e-03
2.031239785311228445e+02 7.170686290064887808e-03
2.031375201296916089e+02 7.169150395588512470e-03
2.031510626310335965e+02 7.167451142008298380e-03
2.031646060352090046e+02 7.165436097378932029e-03
2.031781503422780020e+02 7.162501033205702881e-03
2.031916955523008141e+02 7.153209718932062970e-03
2.032052416653376383e+02 7.151422838749968945e-03
2.032187886814486717e+02 7.156175466474598394e-03
2.032323366006941114e+02 7.155855748655150922e-03
2.032458854231341547e+02 7.154077310099897155e-03
2.032594351488290556e+02 7.151845395884563403e-03
2.032729857778389828e+02 7.149444957471262456e-03
2.032865373102241904e+02 7.146824755887770317e-03
2.033000897460448755e+02 7.143986289756876218e-03
2.033136430853612637e+02 7.140946529060381021e-03
2.033271973282336091e+02 7.137689535966674700e-03
2.033407524747221657e+02 7.134202658354694623e-03
2.033543085248871591e+02 7.130464883890533234e-03
2.033678654787888149e+02 7.126461086576148761e-03
2.033814233364874156e+02 7.122166076731190065e-03
2.033949820980431582e+02 7.117557275755625849e-03
2.034085417635163822e+02 7.112581208286941278e-03
2.034221023329672562e+02 7.107192521294733098e-03
2.034356638064561480e+02 7.101338088371079993e-03
2.034492261840432263e+02 7.094962460923813670e-03
2.034627894657888305e+02 7.087990818790026841e-03
2.034763536517532430e+02 7.080277624441710417e-03
2.034899187419966893e+02 7.071615318786756386e-03
2.035034847365795088e+02 7.061490088183234280e-03
2.035170516355619270e+02 7.047860004843512285e-03
2.035306194390043117e+02 6.994046997959587654e-03
2.035441881469669170e+02 6.973736221416037759e-03
2.035577577595100536e+02 6.960606584001684076e-03
